Eval Time,TPR Test,TPR Test Diff,Expression,Num Operations,Generation
1.737299799977336,0.3222748815165877,-0.0118483412322275,(bank_months_count - days_since_request),1,0
1.6711175999953412,0.33649289099526064,0.0023696682464454666,(current_address_months_count * (session_length_in_minutes - employment_status_CE)),2,0
1.597617099992931,0.33649289099526064,0.0023696682464454666,velocity_6h,0,0
1.6713210999732837,0.3341232227488152,0.0,employment_status_CF,0,0
1.5719475000514649,0.36018957345971564,0.026066350710900466,source_INTERNET,0,0
1.6129451000015251,0.3459715639810427,0.0118483412322275,velocity_4w,0,0
1.4656485000159591,0.3246445497630332,-0.009478672985781977,(((intended_balcon_amount - foreign_request) * device_fraud_count) + device_os_windows),3,0
1.5382296000025235,0.3459715639810427,0.0118483412322275,((employment_status_CA + payment_type_AC) - (device_os_x11 * velocity_24h)),3,0
1.5591589999967255,0.3459715639810427,0.0118483412322275,employment_status_CA,0,0
1.5955671000410803,0.33886255924170616,0.004739336492890989,(employment_status_CA + session_length_in_minutes),1,0
1.644991199951619,0.3412322274881517,0.007109004739336511,housing_status_BB,0,0
1.6081091999658383,0.35071090047393366,0.016587677725118488,employment_status_CD,0,0
1.6344591999659315,0.34360189573459715,0.009478672985781977,foreign_request,0,0
1.6990890000015497,0.3341232227488152,0.0,(employment_status_CC + device_os_windows),1,0
1.597940900013782,0.32701421800947866,-0.007109004739336511,housing_status_BG,0,0
1.5740923000266775,0.34834123222748814,0.014218009478672966,housing_status_BD,0,0
1.676178900001105,0.3412322274881517,0.007109004739336511,housing_status_BB,0,0
1.6492229999857955,0.35071090047393366,0.016587677725118488,employment_status_CD,0,0
1.5914617999806069,0.3412322274881517,0.007109004739336511,payment_type_AB,0,0
1.66301860002568,0.33175355450236965,-0.002369668246445522,employment_status_CC,0,0
1.5712674999958836,0.3341232227488152,0.0,(device_os_linux + housing_status_BE),1,0
1.6683601000113413,0.3412322274881517,0.007109004739336511,(velocity_4w * housing_status_BF),1,0
1.6182003000285476,0.35308056872037913,0.018957345971563955,session_length_in_minutes,0,0
1.65726970002288,0.3341232227488152,0.0,payment_type_AA,0,0
1.5740472999750637,0.3578199052132701,0.023696682464454943,(employment_status_CG - payment_type_AE),1,0
1.5719475000514649,0.36018957345971564,0.026066350710900466,source_INTERNET,0,1
1.6688803000142798,0.3412322274881517,0.007109004739336511,name_email_similarity,0,1
1.5359917999594472,0.3412322274881517,0.007109004739336511,payment_type_AE,0,1
1.5518035999848507,0.3412322274881517,0.007109004739336511,name_email_similarity,0,1
1.4981382000260055,0.34834123222748814,0.014218009478672966,housing_status_BD,0,1
1.7050555999740027,0.35545023696682465,0.021327014218009477,source_TELEAPP,0,1
1.6756196000496857,0.34834123222748814,0.014218009478672966,housing_status_BD,0,1
1.5772133999853395,0.3222748815165877,-0.0118483412322275,device_fraud_count,0,1
1.737299799977336,0.3222748815165877,-0.0118483412322275,(bank_months_count - days_since_request),1,1
1.597940900013782,0.32701421800947866,-0.007109004739336511,housing_status_BG,0,1
1.6468116999603808,0.3412322274881517,0.007109004739336511,payment_type_AB,0,1
1.6059176999842748,0.3412322274881517,0.007109004739336511,name_email_similarity,0,1
1.7328291999874637,0.35545023696682465,0.021327014218009477,customer_age,0,1
1.6733833000180312,0.32701421800947866,-0.007109004739336511,housing_status_BG,0,1
1.7298482999904081,0.33649289099526064,0.0023696682464454666,current_address_months_count,0,1
1.6694225000101142,0.35071090047393366,0.016587677725118488,employment_status_CD,0,1
1.5740472999750637,0.3578199052132701,0.023696682464454943,(employment_status_CG - payment_type_AE),1,1
1.65726970002288,0.3341232227488152,0.0,payment_type_AA,0,1
1.7159371000016108,0.33649289099526064,0.0023696682464454666,velocity_6h,0,1
1.6255304999649525,0.35308056872037913,0.018957345971563955,session_length_in_minutes,0,1
1.7413817000342533,0.3459715639810427,0.0118483412322275,device_os_macintosh,0,1
